Name,Compartment,Treat,Week,Group,Group_1,ID_its,ID_its_2,Group_common,Cultivar,plot
SRR8743238_quant,Root,Control,TP10,RCO10,Root_Control_TP10,TP10R19,TP10R19,1,t642,19
SRR8743239_quant,Root,Control,TP10,RCO10,Root_Control_TP10,TP10R11,TP10R11,1,t642,11
SRR8743240_quant,Root,Control,TP10,RCO10,Root_Control_TP10,TP10R2,TP10R2,1,t642,2
SRR8743241_quant,Root,Control,TP11,RCO11,Root_Control_TP11,TP11R19,TP11R19,1,t642,19
SRR8743242_quant,Root,Control,TP11,RCO11,Root_Control_TP11,TP11R11,TP11R11,1,t642,11
SRR8743243_quant,Root,Control,TP11,RCO11,Root_Control_TP11,TP11R02z,TP11R2,1,t642,2
SRR8743244_quant,Root,Control,TP12,RCO12,Root_Control_TP12,TP12R11,TP12R11,1,t642,11
SRR8743245_quant,Root,Control,TP12,RCO12,Root_Control_TP12,TP12R2,TP12R2,1,t642,2
SRR8743246_quant,Root,Control,TP12,RCO12,Root_Control_TP12,TP12R19,TP12R19,1,t642,19
SRR8743247_quant,Root,Control,TP13,RCO13,Root_Control_TP13,TP13R19,TP13R19,1,t642,19
SRR8743248_quant,Root,Control,TP13,RCO13,Root_Control_TP13,TP13R2,TP13R2,1,t642,2
SRR8743249_quant,Root,Control,TP13,RCO13,Root_Control_TP13,TP13R11,TP13R11,1,t642,11
SRR8743250_quant,Root,Control,TP14,RCO14,Root_Control_TP14,TP14R11,TP14R11,1,t642,11
SRR8743251_quant,Root,Control,TP15,RCO15,Root_Control_TP15,TP15R19,TP15R19,1,t642,19
SRR8743252_quant,Root,Control,TP15,RCO15,Root_Control_TP15,TP15R11,TP15R11,1,t642,11
SRR8743253_quant,Root,Control,TP17,RCO17,Root_Control_TP17,TP17R11,TP17R11,1,t642,11
SRR8743254_quant,Root,Control,TP17,RCO17,Root_Control_TP17,TP17R19,TP17R19,1,t642,19
SRR8743255_quant,Root,Control,TP17,RCO17,Root_Control_TP17,TP17R2,TP17R2,1,t642,2
